"ID","context_id","context_title","context_length","context","question","answer","start position","question type"
"62","7","Masjid Haram di Makkah (2)","1734","Sebagai rumah ibadat yang pertama untuk manusia, Masjid Haram di Makkah itu menurut banyak ulama didirikan oleh Nabi Adam a.s dan istrinya Hawa yang bersalah melanggar larangan Allah memakan buah terlarang (yang oleh syaithan yang menggoda disebut Syajarat aI-Khuldi Q.S Thaha: 120. Konon Nabi Adam a.s membangun Ka'bah sebagai inti Masjid Haram itu segera setelah ia turun ke bumi, diusir dari surga, karena pelanggarannya tersebut. Tentang Adam sebagai yang pertama mendirikan Masjid Haram, dalam hal ini ialah Ka'bah terdapat sebuah Hadits, bahwa Nabi saw, pernah menerangkan: Allah mengutus Jibril kepada Adam dan Hawa, dan berkata kepada keduanya ""Dirikanlah untukKu rumah suci"". Lalu Jibril membuat rencana untuk keduanya itu. Maka mulailah Adam menggali dan Hawa memindahkan tanah sehingga bertemu air, lalu ada suara memanggil dari bawahnya: ""Cukup untukmu, wahai Adam ""Setelah selesai membangun rumah suci itu, Allah memberi wahyu kepadanya: ""Hendaknya engkau thawaf mengelilinginya. ""Dan difirmankan kepadanya: Engkau adalah manusia pertama, dan ini adalah rumah suci pertama: ""Kemudian generasi pun silih berganti sampai saatnya Nabi Nuh menunaikan haji ke sana, dan generasi pun terus berganti sesudah itu sampai Nabi Ibrahim mengangkat pondasinya daripadanya. Bahwa Nabi Ibrahim mengangkat fondasi bangunan itu, dijelaskan dalam al-Qur'an, berkaitan dengan firman Allah tentang kegiatan Ibrahim dan putranya, Ismail, membangun (kembali) Masjid Haram, khususnya Ka'bah: ""Dan (ingatlah), ketika Ibrahim meninggikan (membina) dasar-dasar Baitullah bersama Ismail (seraya berdoa): ""Ya Tuhan kami terimalah daripada kami (amalan kami), sesungguhnya Engkaulah Yang Maha Mendengar lagi Maha Mengetahui"". (Q.S. Al-Baqarah: 127).","Apa yang dilakukan Nabi Ibrahim dan putranya, Ismail, terkait dengan Masjid Haram?","membangun (kembali) Masjid Haram, khususnya Ka'bah","1430","what"
"63","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Apa nama-nama kota yang disebutkan dalam konteks?","Makkah dan ""Bakkah""","59","what"
"64","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Meniadakan kejayaan kaum yang congkak adalah makna dari kata apa?","Makkah","104","what"
"65","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Karena kota tersebut menghantam leher para penguasa yang bengis, dengan makna lain memukul atau menghantam adalah makna kata apa?","Bakkah","443","what"
"66","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Siapa yang berpendapat bahwa nama kota tersebut adalah ""Makkah""?","Ibnu Abbas r.a","611","who"
"67","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Siapa yang mengatakan bahwa nama kota tersebut adalah ""Bakkah""?","At-Tirmidzi","733","who"
"68","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Apa rumah yang mula-mula dibangun untuk tempat beribadat manusia?","Baitullah","960","what"
"69","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Dalam ayat apa dalam Al-Quran Makkah disebut sebagai Bakkah?","surah Ali Imran: 96","839","what"
"70","8","Asal-usul Nama Makkah (1)","1048","Kota ini mempunyai banyak nama, yang paling terkenal ialah Makkah dan ""Bakkah"". Mengenai asal penamaan ""Makkah"" para penulis sejarah berbeda pendapat. Ada yang mengatakan, karena kota itu melenyapkan (tamuku), berasal dari kata makka, berarti ""meniadakan"" kejayaan kaum yang congkak. Penulis lain mengatakan, kota tersebut menarik perhatian karena (tamuku) dalam anti menarik perhatian karena mengingini sesuatu"". Demikian juga mengenai nama ""Bakkah"" ada yang mengatakan karena kota tersebut menghantam leher para penguasa yang bengis (tabukku) berasal dari kata bakka yang berarti ""memukul"" atau ""menghantam"". Ibnu Abbas r.a berpendapat di nama Makkah karena banyak orang berbondong-bondong dan berdesak-desakan datang ke kota itu. At-Tirmidzi mengatakan, dinamai bakkah karena melenyapkan kewibawaan kaum yang sombong. Di dalam al-Quran surah Ali Imran: 96 Allah berfirman: ""Sesungguhnya rumah yang mula-mula dibangun untuk (tempat beribadat) manusia, ialah Baitullah yang di Bakkah (Mekah) yang diberkahi dan menjadi petunjuk bagi semua manusia.","Apa nama yang diberikan karena melenyapkan kewibawaan kaum yang sombong?","bakkah","765","what"
"71","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Surat apa yang disebut dalam kutipan ayat berikut: ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat.""?","an-Nahl","361","what"
"72","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Siapa yang mengatakan bahwa kota Mekah disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah?","Ibnu Abbas r.a","80","who"
"73","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Siapa yang lahir di kota Mekah dan kemudian keturunannya menjadi Nabi terakhir yaitu Muhammad saw?","Ismail","1223","who"
"74","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Apa yang terdapat di kota Mekah yang menjadikannya sebagai sentral peribadatan?","bangunan masjidil Haram","1175","what"
"75","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Apa arti dari Qaryah dalam bahasa Indonesia?","Negeri","332","what"
"76","9","Asal-usul Nama Makkah (2)","1547","Selain nama Bakkah', Allah menyebut dalam firman-Nya Ummul Qura (Induk Negeri). Ibnu Abbas r.a mengatakan, disebut Ummul Qura karena kedudukan dan peranannya yang amat besar, serta di dalamnya terdapat Baitullah. Juga karena kota ini yang tertua dalam sejarah dan menjadi arah kiblat bagi manusia.3 Kota Mekah disebut juga Qaryah"" (Negeri). Firman Allah surat: an-Nahl: 111 ""Dan Allah telah membuat suatu perumpamaan (dengan) sebuah negeri yang dahulunya aman lagi tentram, rezekinya datang kepadanya melimpah ruah dari segenap tempat, tetapi (penduduk) nya mengingkari nikmat-nikmat Allah; karena itu Allah merasakan kepada mereka pakaian kelaparan dan ketakutan, disebabkan apa yang selalu mereka perbuat."" Berdasarkan sejumlah pendapat dan firman Allah' maka kota Mekkah ini memiliki peran penting dalam sejarah isrà' miráj. Pertama, kota tersebut adalah kota yang dibangun oleh para Nabi. Kedua, karena di kota ini telah banyak para nabi melakukan kegiatannya dalam menjalankan misi da'wah. Ketiga, kota ini merupakan titik tolak pemberangkatan Muhammad dalam peristiwa isra mi'raj tersebut. Keempat, kota ini juga sebagai sentral peribadatan karena di kota ini terdapat bangunan masjidil Haram. Kelima, di kota inilah Ismail lahir yang nanti keturunannya lahir seorang Nabi terakhir yaitu Muhammad saw. Secara histories kota ini cukup bersejarah dalam kehidupan Muhammad dan perkembangan Islam selanjutnya. Di kota ini pula telah berkembang berbagai ragam peradaban yang nantinya dapat mendukung Islam atau ada sebagian menjadi saingan Islam.","Apa yang dimaksud dengan ""Ummul Qura""?","Induk Negeri","65","what"
"77","10","Masjid Aqsha di Bait al-Maqdis (1)","1895","Masjid Aqsha adalah tujuan Israk Nabi, serta titik tolak beliau melakukan Mi'raj, menurut Sidrat al Muntaha menghadap Tuhan Seru sekalian alam. Masjid Aqsha yakni masjid Bait al-Maqdis, dikatakan Aqsha karena dia masjid yang paling jauh yang dikunjungi, dan ditekankan untuk dikunjungi setelah Masjidil Haram. Di Masjid Aqsha Nabi menjadi imam shalat untuk seluruh para Rasul, sejak dari Nabi Adam, ini jelas melambangkan persamaan dasar dan kontinuitas agama Allah seperti apa yang dibawa oleh para Rasul sebelumnya dan agama itu berkembang dari bentuk yang dibawa Nabi Adam mencapai kesempurnaan pada zaman Nabi Muhammad.

Menurut Abu al-Hasan an-Nadawy: Isra' bukan hanya kejadian luar biasa yang terjadi pada diri Muhammad yang memberi gambaran tentang sebagian dari tanda-tanda kekuasaan Allah, menembus cakrawala langit dan bumi dengan mata kepala, tetapi lebih dan itu mencakup perjalanan kenabian yang ghaib ini ke dimensi yang sangat halus dan mendalam serta dipenuhi berbagai hikmah, antara lain adalah: seperti yang diungkapkan dalam dua surat yang mulia yaitu al-Isra': 1 dan an-Najm: 18, bahwa Muhammad adalah Nabi dua Qiblat, Imam di Timur dan di Barat, pewaris nabi sebelumnya, pemimpin generasi sesudahnya.

Sesungguhnya dapat diambil pelajaran dan pribadi Rasulullah dan dari perjalanan isra'nya di Bayt al-Haram sampai ke Masjid al-Aqsha. Semua itu merupakan bukti dan keuniversalan risalahnya dan keabadian kepemimpinannya, serta kesesuaiannya dengan berbagai tempat dan masa. Mengenai proses terjadinya pertemuan antara Nahi Muhammad dengan para Ambiya yang lain, tentulah itu merupakan masalah ghaib yang harus diimani. Sementara itu, para ahli tafsir berbeda pendapat mengenai peristiwa Isra' dan Mi'raj, apakah terjadi dengan ruh atau jasad sekaligus Menurut 'Aisyah hanya terjadi dengan ruh ""Tidak diangkat jasad Rasulullah, akan tetapi Allah hanya memperjalankan ruhnya.","Apa dua surat yang disebutkan dalam hadist Abu al-Hasan an-Nadawy?","al-Isra': 1 dan an-Najm: 18","1072","what"
"78","10","Masjid Aqsha di Bait al-Maqdis (1)","1895","Masjid Aqsha adalah tujuan Israk Nabi, serta titik tolak beliau melakukan Mi'raj, menurut Sidrat al Muntaha menghadap Tuhan Seru sekalian alam. Masjid Aqsha yakni masjid Bait al-Maqdis, dikatakan Aqsha karena dia masjid yang paling jauh yang dikunjungi, dan ditekankan untuk dikunjungi setelah Masjidil Haram. Di Masjid Aqsha Nabi menjadi imam shalat untuk seluruh para Rasul, sejak dari Nabi Adam, ini jelas melambangkan persamaan dasar dan kontinuitas agama Allah seperti apa yang dibawa oleh para Rasul sebelumnya dan agama itu berkembang dari bentuk yang dibawa Nabi Adam mencapai kesempurnaan pada zaman Nabi Muhammad.

Menurut Abu al-Hasan an-Nadawy: Isra' bukan hanya kejadian luar biasa yang terjadi pada diri Muhammad yang memberi gambaran tentang sebagian dari tanda-tanda kekuasaan Allah, menembus cakrawala langit dan bumi dengan mata kepala, tetapi lebih dan itu mencakup perjalanan kenabian yang ghaib ini ke dimensi yang sangat halus dan mendalam serta dipenuhi berbagai hikmah, antara lain adalah: seperti yang diungkapkan dalam dua surat yang mulia yaitu al-Isra': 1 dan an-Najm: 18, bahwa Muhammad adalah Nabi dua Qiblat, Imam di Timur dan di Barat, pewaris nabi sebelumnya, pemimpin generasi sesudahnya.

Sesungguhnya dapat diambil pelajaran dan pribadi Rasulullah dan dari perjalanan isra'nya di Bayt al-Haram sampai ke Masjid al-Aqsha. Semua itu merupakan bukti dan keuniversalan risalahnya dan keabadian kepemimpinannya, serta kesesuaiannya dengan berbagai tempat dan masa. Mengenai proses terjadinya pertemuan antara Nahi Muhammad dengan para Ambiya yang lain, tentulah itu merupakan masalah ghaib yang harus diimani. Sementara itu, para ahli tafsir berbeda pendapat mengenai peristiwa Isra' dan Mi'raj, apakah terjadi dengan ruh atau jasad sekaligus Menurut 'Aisyah hanya terjadi dengan ruh ""Tidak diangkat jasad Rasulullah, akan tetapi Allah hanya memperjalankan ruhnya.","Siapa yang mengatakan bahwa Isra' bukan hanya perjalanan luar biasa, tetapi juga mencakup perjalanan kenabian yang ghaib?","Abu al-Hasan an-Nadawy","633","who"
